,title,stars,date,r_title,text
53,Cinderella,1,7 May 2007,One of most overrated Disney films ever!,"I don't care if people bite my head off for this review of this Disney film or not, I'm just saying right off the bat: THIS MOVIE STINKS! I hate this movie and everything it stands for. It soooo overrated with people on this forum and in public pouring so much praise on this saccharine garbage. I don't even want to mention the plot (everybody knows it anyway). The movie is total rubbish and don't understand all the praise going towards this movie. Along with others like ""Sleeping Beauty"", ""The Aristocats"" and ""The Rescuers"". Great Disney movies are out there like ""Lady and the Tramp"", ""Aladdin"" and ""Robin Hood"". So stop green lighting these films and go for the ones I said instead.1/10"
54,Cinderella,5,1 February 2007,Could have been more,"Yes, yes, it's cute, funny, a great visual, but the way the characters are used is very bad. The prince almost does not appears, the fairy godmother could have appeared in other scenes etc etc. ""Cincerella"" is the type of movie that, when the ""The End"" appears, you ask ONLY THAT? I found myself thinking that it could have a good 30 minutes more not being boring, but telling the story more interesting and detailed. If you see the DVD bonus material, you'll see some deleted scenes that could perfectly have been used with no matter. Songs are nice, colors are great, Cinderella is beautiful, but because what I have said, I don't like this movie so much. If you want a very well-told Disney's classic story, look for Snow White."
55,Cinderella,5,30 May 2006,A Dull But Still Popular Disney Effort,"This bland, tepid Disney cartoon remains one of the most popular animated films produced by the studio, but it has none of the visual artistry that distinguished the Disney style in its early days in films like ""Snow White and the Seven Dwarfs,"" ""Pinocchio"" and ""Fantasia."" ""Cinderella"" acts as more of a transition to the family-oriented Disney of today, that sacrifices artistry and content for popularity and merchandising opportunities.And, to top it all off, ""Cinderella"" has one of the most annoying soundtracks of any Disney film. ""Bibbidi-Bobbidi-Boo,"" anyone? Grade: C"
56,Cinderella,9,18 March 2007,"Sweet, Timess Classic","This Disney animated classic sure does live up to the term, ""classic."" The characters here are well conceived, presented, and executed, as is the storyline, the premise, the tale, and the animation. This is among the oldest of Disney's animated feature-length films, and in my opinion, the older ones are the better ones. The animation quality is superior to the techniques used today, as are the scores.Cinderella is a personal favorite of mine, as it teaches you to hold onto your dreams, to ACT on them, and to have faith in yourself.This is beautiful, and definitely belongs in your Disney collection.It rates a 9.4/10 from...the Fiend :."
57,Cinderella,,3 July 2002,More Disney Magic.,"Disney's animated ""Cinderella"" is another winner from the famed studio. The story is naturally about the titled character, a beautiful but psychologically abused young lady who has two cruel evil step-sisters and an evil step-mother. But she has a chance to get away from them and have her dreams come true with the help of her fairy god mother and some friendly mice. 4.5 out of 5 stars."
58,Cinderella,5,30 April 2016,The pinnacle of Disney mediocrity,"I call this strictly an average film because Cinderella is actually a mixed bag. On my + side, the human characters are strong, the magic works as well as the marketing boasts, and when the mice are actually important, they can keep the movie going enough to continue to watch it. The songs are overall average, with Bibbidi Bobbidi Boo being the only one I enjoyed. The rest, I could merely describe as sufferable. On my - side, I found Jackson, Octavius, and the other mice to have insufferably annoying voices, and when they aren't important to the Perrault plot, I couldn't stay awake. The mice get into all sorts of antics with Lucifer, distracting him to retrieve food, escape the castle, or other things that Cinderella has nothing to do with. The only scene of this Tom and Jerry clone that I enjoyed was the final one, not only because it meant an end to these ripoffs but also because IT WAS ACTUALLY IMPORTANT TO CINDERELLA'S PERSONAL STORY. The rest of them attempted to be like Tom and Jerry with more mice, but quality trumps quantity when it comes to the amount of mice you have against a cat. I don't know if I've been too harsh on it, but personally I would skip these scenes and leave remembering magic and important comic reliefs. Other than the mice vs. Lucifer scenes, this is decisively worth it."
59,Cinderella,5,5 January 2016,A pleasant Disney effort,"Cinderella is widely seen as an iconic film. Not only did its success help save Disney from financial collapse, but it also crafted some memorable imagery and established themes that would reoccur in Disney's fairy tales. Most people know the story. Cinderella is effectively a slave to her cruel stepmother and her chance to escape appears when every maiden in the land is invited to the Prince's ball in order to find him a wife. She attends, with help from her Fairy Godmother, and falls in love with the Prince, but leaves only a glass slipper behind for him to find her. I think the simplicity of the story is what appeals to people, while its themes of perseverance and triumphing over adversity are also used effectively.Cinderella herself is not the most interesting of characters, she's pleasant and sweet but she's also a little boring. Yet her kindness is what wins you over, the fact she's always so upbeat and optimistic in the face of such hardship makes her a very likable lead. Some people might have problems with how passive she seems at times, but it adds to the characters sensitivity for me. I also think Ilene Woods has a very gentle voice that matches the character flawlessly. Sadly the Prince gets even less development and comes off as a total bore. He only has a few lines of dialogue and we never know how he feels, he appears disinterested in the ball and as a result the romance with Cinderella just feels weak. The animation is excellent and softer which calls back to the likes of 'Snow White'. However, the most impressive thing about the film visually is its size. This is one big film with every castle and every mansion looking massive, in fact the scenes at the Prince's ball are amazing in scope considering the films ages. The colours are bright and bring a lot of warmth to proceedings, with lots of blue and pink that blend together beautifully with the background. The music is good for the most part and there are plenty of pleasant melodies that suit the films tone, while songs like 'Bibbidi- Bobbidi-Boo' are bouncy and enjoyable.Possibly the best element for me is the stepmother Lady Tremaine. She is comfortably one of Disney's best villains and it all comes from her having control over Cinderella. She comes across as calculating and spiteful, always looking to make Cinderella's life miserable with an icy glare and air of superiority. Eleanor Audley also deserves praise for providing her calmly sinister voice. The stepsisters are suitably annoying, though much time isn't devoted to them. The dress ripping scene is the perfect display of Tremaine's subtle cruelty and has a real emotion heft to it given Cinderella's reaction. Disney regular Verna Felton deserves credit for making the Fairy Godmother a caring and motherly figure for Cinderella.The biggest issue with the film for me is that there are far too many 'cute' moments, most of which involve the mice that help Cinderella. They aren't overly important to the story yet the film gives them ample screen time and all they do is slow down the main plot. They do provide some amusing comic relief at times, but there is simply too much time spent with them when it really should have been spend developing characters like the Prince. Lack of development is something of a general issue with the film, we never really know the true motivations of any of the characters outside of our main character and it does mean you struggle to get engaged in the story at times.On the whole Cinderella is a charming and enjoyable fantasy, yet despite its acclaim and iconic status I certainly don't think it's amongst Disney's best. The animation is spectacular in every sense, Lady Tremaine is a wonderfully evil villain and despite some flaws Cinderella is a pleasant lead. The voice actors all do fantastic jobs and the music is enjoyable as you'd expect from Disney. With that said it certainly suffers from a lack of character development, a flimsy romance and far too much concentration on the animal sidekicks which both harm the story. The memorable moments are worthy, but it just lacks something to be considered as one of Disney best."
60,Cinderella,9,13 October 2014,The classic that saved Disney,"Cinderella is arguably the most important full-length feature in the history of Disney. If Cinderella wouldn't have been a success, Disney probably wouldn't exist today. Why is Cinderella so important? Disney wasn't doing good business in the 1940's. The expensive productions of Pinocchio and Fantasia cost Disney a lot of money, while both films didn't do well at the box office. After the release of Bambi, which also didn't make Disney enough profit, the company decided to release a series of package films like Fun and Fancy Free, Three Caballero's and Melody Time. These films featured several shorts packed into one film. But Walt Disney soon realized the package films weren't going to get Disney out of financial trouble. A full-length feature, if successful, would be much more profitable. So Disney pulled the trigger and started producing Cinderella. It really was hit or miss for the company. Cinderella was finally released in 1950 and it saved Disney from disaster. Cinderella performed incredibly well at the Box office, grossing 85 million dollars. It received praise from audiences and critics alike. It's not hard to see why.Disney returned to its roots since Cinderella is based on the German fairy tale by the Brothers Grimm. People criticized Walt Disney for his production of Bambi in 1942, stating that there wasn't enough magic involved. He made more than up for it with the release of Cinderella. That's arguably one of the reasons why Cinderella was much more successful than previously released films. Another reason might be the fact that Cinderella was released in 1950, while films like Bambi and Pinocchio were released during World War II, which cut off the European market for those films. Cinderella is a kind-hearted scullery maid in her own house. Her mother passed away when she was young, so her father married Lady Tremaine (voiced by Eleanor Audley), who has two daughters of her own: Drizella and Anastasia. After Cinderella's father passed away, her stepmother and stepsisters mistreat, abuse and humiliate Cinderella. Luckily, Cinderella has befriended a group of mice, who are the only animals that actually talk during the film. When Cinderella hears the news that there will be a ball in the royal palace to find a bride for the prince, she asks permission from her stepmother to attend the ball. The mice, led by Jaq and Gus (both voiced by Jimmy McDonald), find worn clothing from the stepsisters, while avoiding the evil cat called 'Lucifer'. The mice put together a dress for Cinderella, but when she wants to leave the house to go to the ball, her stepsisters destroy her dress. Cinderella meets the Fairy Godmother (voiced by Verna Felton) and she casts a spell so that Cinderella has a new dress and can attend to ball. She dances with the prince, although she doesn't know he's actually a prince. She must leave him, though, since the spell will be broken at twelve o'clock. The next day, the king sends the Grand Duke to try and fit a glass slipper, that Cinderella lost, on every girl in the city because the prince promised to marry the girl who fits the slipper. Lady Tremaine realizes the prince danced with Cinderella, so she locks her up in the bathroom. The mice manage to save Cinderella, she fits the glass slipper and marries the prince.This Disney classic is almost perfect. The animation looks rich and is perfectly crafted. In my opinion, the animation in Cinderella is as good as it was in Pinocchio and that's saying something. The songs in Cinderella are fantastic, especially 'Bibbidi- Bobbidi-Boo' and 'The Work Song'. They are catchy and are still memorable today. The characters are interesting, especially the side-characters. The king and the Grand Duke (both voiced by Luis van Rooten) get a lot of screen time and have a great deal of chemistry, which leads to some great comedy scenes. The mice are fun, Lucifer is great as the evil cat and Lady Tremaine remains one of the most cruel villains in the history of Disney. She's absolutely brilliant as the evil stepmother. Great performance by Eleanor Audley, who also did the voice work for another great villain in Maleficent. There's one flaw though. The Prince. He's incredibly boring and seems very unmotivated. He barely has any dialogue at all. He's perhaps the worst Disney prince in history. But except for the prince, Cinderella is a flawless film and was the right cure for Walt Disney. His company probably wouldn't have survived without Cinderella."
61,Cinderella,10,26 June 2014,What Fairytale Dreams Are Made Of,This movie is what fairytale dreams are made of... a beautiful damsel in distress waiting for prince charming to whisk her away to his palace! OK I admit it - I'm still a sucker for the film. This was a childhood favorite of mine and I still enjoy it today! I guess most young girls dreams of her price charming - and I was not one of the exceptions! I guess I'm still waiting my prince to this very day. LOL.This is the kind of film that couples should watch together in order to remember that he should treat her as his princess and she should treat him as her prince... to rekindle their romance (if possible).I still love this movie...10/10
62,Cinderella,8,15 May 2014,The weakest of the Walt-era princess films,"Cinderella (1950) was my favorite movie as a child. I would re-enact scenes as I watched it, dressed up like the titular character, and almost wore the VHS out. Watching it as an adult, I still get warm feelings of nostalgia; however, it is certainly the most bland of the Walt-era princess films.Snow White and the Seven Dwarfs (1937) and Sleeping Beauty (1959) are both more ambitious and visually interesting. Cinderella was made at a time when the studio was (not for the first nor last time) on the verge of bankruptcy and they were starving for a hit film. As a result, Cinderella was made in the Snow White model and feels much safer. The songs are memorable and the characters are fine, though not terribly interesting. Unlike many, I find the mice grating comic relief. Fortunately, they are balanced out by the cold-hearted stepmother, among the greatest Disney villains.In conclusion, an entertaining film, but not entirely deserving of the amount of celebration it receives."
63,Cinderella,8,30 June 2013,Classical and A Soft Re-Telling,"I really did enjoy this movie when I was a child. It was great at such a young idea to believe in love at first sight. I also enjoyed the ideal that a girl who was worthless and nothing could become someone amazing and marry the perfect man.I didn't enjoy her singing voice, though. I thought the vocal actress for singing was too high, my ears are sensitive and high soprano doesn't float my boat. I kind of enjoyed the second Cinderella more, it was probably because I was overwhelmed by the original story. When I was young I read the Grimms version, with the cut off of parts of the step sister's feet to wear the shoes, and all the other gore, but Disney did a good job of making it nice. I preferred Dark though :P"
64,Cinderella,8,26 May 2013,Another childhood classic from Disney,"Along with 'Peter Pan' and 'The Little Mermaid,' 'Cinderella' was one of my favourite Disney films as a child. This film was engaging for the most part, but I feel that the announcement of the ball took longer than it should have done due to a somewhat overlong segment of Cinderella doing her duties and a couple of the scenes involving the king and the duke were slightly irrelevant to the film's main plot. The mice were hard to understand when I heard them speak for the first time in this film for several years but they were cute, funny and active supporting characters nonetheless. Also the film's location setting (probably a toss-up between France and the Netherlands) and time period are hard to determine. The ending was rushed yet memorable with some twists and turns leading up to it.The best aspects of this film were the prologue that consists of a moving back-story of Cinderella and her step-family; beautiful illustrations; very young versions of Cinderella and her stepsisters and simple animation, which got better as the film progressed; the memorable songs (In particular the opening song, 'A Dream is a Wish,' 'Sing Sweet Nightingale,' the brief song sung by the mice before they made Cinderella's dress, 'Bibbidy Bobbidy Boo' and the song that plays when Cinderella dances with the prince); the bubble sequence during 'Sing Sweet Nightingale;' the dressmaking scene and the Fairy Godmother scene. In conclusion, this film isn't quite as enjoyable as 'Peter Pan' and 'The Little Mermaid,' but it was worth another look after several years. 8/10."
65,Cinderella,,1 August 2011,Thoroughly enjoyable and enchanting,"During animation class today, our teacher decided to inspire us by screening Cinderella. Needless to say it backfired, because we were so entranced by the movie we stopped animating to watch it... And what a movie it is! Perhaps people who haven't animated before wouldn't be able to fully appreciate what a masterpiece of animation this is. While other studios were stuck on lifeless in-betweening and line moving, Disney animators have already worked out what gave animations the illusion of life. Even by today's standards, this is superb animation, and the beautiful thing is that you hardly notice! That's the hallmark of great animation- it feels so natural you don't notice it.I voted an 8 because, honestly, it's got a rather weak story, with little character development etc. But nevertheless, I can't say that it's a major flaw, the other aspects of the movie more than make up for this. The characters are charming, and the story felt as magical and timeless as I first saw it as a little kid all those years ago. The colors are perfect, the songs are very memorable and the voice actors fit their roles very very well.Overall I love this film, and I'm damned sure that kids are still gonna be watching this in the generations to come."
66,Cinderella,10,27 December 2010,"Cinderelly, Cinderelly. Any Girl Can Be A Princess.","a lot of people like to dismiss 'Cinderella' as a unremarkable Disney product, but those who do so obviously haven't given it enough thought or compared it to other hand animation.not only does 'Cinderella' feature some attractive 50's style animation and lush color design, it also has some of most skillful characterizations and storywork of all the Disney classics. 'Snow White' might be a better film, but the story and script and characters are done with more complexity and dimension. Snow may be sweeter and cuter, but Cindy seems more like a real person and not so much of a cartoon caricature. she also feels older and more mature than the somewhat tweeny Snow.the story also is scripted to elicit strong emotional responses from it's audience. to quote Disney historian Leonard Maltin, ""there are more scenes calculated to traumatize a viewer in 'Cinderella' than in practically any other Disney animated feature"". the scene where the stepsisters rip Cinderella's dress to shreds is probably bound to disturb some children more than the ""enchanted"" scares in the other films because it's a very real and human, and the sisters are human and not witches. also there is my favorite moment when the stepmother trips the Grand Duke, who is carrying the glass slipper, and the slipper falls to the floor and smashes to bits. i can remember being a child and being very taken aback by that moment.the color styling and animated special effects are some of Disney's most beautiful and striking. the pastel hues of pink and blue really define the film's memorable look. the sequence where Cinderella and the Prince dance out into the garden boast some amazing colored animation effects. when the fairy Godmother transforms the pumpkin into a coach is some of the most breathtakingly fluid and detailed animation i've ever seen. the images literally make your eyes move in all directions while viewing.and of course the songs and score, like most Disney classics, is charming. often music in children's films can make or break the film and turn the whole thing into a droning, sappy, sugary, kiddie mess. not with 'Cinderella'. the songs are nicely done and not a overworked hodge-podge of kiddie clichés.feminist have always claimed a problem with the Cinderella story. we've all heard the tiresome ""cinderella complex"" theory. there is something to that but really, you shouldn't let your childhood stories mess you up like that. i also present this alternative outlook to the story and film. first, in the original fairy tale, Cinderella takes revenge on the mother and sisters with hot coals on their feet and has the dove peck there eyes out. eek. second, in the Disney version Cinderella does not complacently sit there and wait for her princey. Cindy attempts to make her own gown and get there herself. if you know the Disney version, you know Cindy takes a lot of initiative. with apologies to Linda Woolverton, not everything is in need of a feminist twist.next to 'Snow white', this is my favorite Disney princess story. this cartoon has been with me all my life, and it still rings true for me to this very day."
67,Cinderella,7,18 September 2010,"Not the strongest Walt Disney-produced effort, but still another good family film","""Cinderella"" is a VERY famous fairy tale, and I remember it from my childhood in more than one form, but don't recall ever seeing much of this 1950 Disney movie version. I guess I was reminded of this film's existence from watching ""Enchanted"" last week, which is a parody/homage to the Disney princess movies, including this one. I have to admit, as popular as that comedy/fantasy flick is, I thought it was annoying, and it was the third 2007 film I've seen which I personally found to be an incredibly overrated turkey (the other two being ""Juno"" and ""Superbad"")! Still, I watched this particular version of ""Cinderella"" a little over a week later, expecting it to be a lot better than the hit 2007 Disney film, and I was not proved wrong.Cinderella used to live happily in a castle as the daughter of a widowed aristocrat who remarried to Lady Tremaine, a woman who already had two daughters of her own, Anastasia and Drizella. Sadly, since her father's death, Cinderella has been mistreated by her cruel stepmother (who never showed her true nature until after death of Cinderella's father) and spoiled stepsisters, who are jealous of her beauty. She is now forced to be the servant of the castle, but remains kind in nature and has many animal friends. One day, which appears will just be another day of chores for Cinderella at first, an invitation to a royal ball to find a suitable bride for Prince Charming is delivered. Lady Tremaine says Cinderella can attend if she finishes all her chores in time and has something suitable to wear. While the mistreated young woman has her animal friends and eventually a Fairy Godmother to help her get to the ball, her terrible stepfamily obviously doesn't wish for her to be the one who marries the prince! Watching this on DVD, I was very pleased with the animation, with some very nice backgrounds in the outdoor scenes. However, there were a number of things I didn't like about this adaptation of ""Cinderella"". It doesn't feature the greatest bunch of musical numbers in an animated Disney movie, and the film is off to a shaky start with Cinderella waking up and talking to her animal friends. The voice acting for the main character provided by Ilene Woods is also flawed, though it's not always bad. Her mouse friends provide comic relief, but I didn't find them very funny. I did find them mildly amusing at times, with them trying to get their food without getting captured by Lucifer the cat and such, but I've seen much funnier characters in Disney animation. With these gags, it takes a little too long to get into the story. Better comic relief in this film is provided by The King. Even though this character doesn't make as many appearances, he certainly made me laugh. The story gets more entertaining as it goes along, and most of the characters stand out, including the lead.During my childhood, I remember seeing part of an animated film featuring a cat named Lucifer, but didn't know it was this movie. Like I said, I don't recall seeing much of this particular Disney flick as a kid (unlike a number of other Disney animations, some produced by Walt Disney during his long career, like this one, and some made after his death), but I'm sure I would have enjoyed it if I had seen it all. Finally watching it from start to finish in my 20's, I felt I would have liked a lot of it better as a kid, including the scenes with the mice, but overall, I still thought it was a decent piece of animation. Also, I'm not sure haw many readers will approve of me saying this, since Cinderella is a cartoon character and this is a squeaky clean family film, but during my recent viewing of the film, I thought the main character was hot, which obviously wouldn't have been the case when I was a kid! Anyway, if you're a Disney fan, regardless of age, I can't think of any reason why this 1950 production wouldn't be worth watching. It's still an entertaining family film after sixty years."
68,Cinderella,9,14 August 2010,"The one that started it all, again....","The year of 1950 gave us three, perhaps four, great American movie classics. Mankiewicz's 'All About Eve,' Wilder's 'Sunset Boulevard,' and, yes, Disney's 'Cinderella.' There is also Huston's excellent, gritty 'Asphault Jungle,' a landmark in American Film Noir, but it cannot reach the cataclysmic heights attained by these three upon their individual releases. And while the remarkably similar, and yet strikingly different, former two films have received their accolades time and again from critics, there seems to be a hesitance to give this classic its dues. After all, its a ""children's picture."" What many don't seem to understand, however, is this film's significance. They don't seem to realize that although 'Snow White' ""started it all"" in 1937, without 'Cinderella,' the American public would not have 'The Little Mermaid,' 'Aladdin,' 'Anastasia,' 'The Lion King,' 'Monsters Inc.' or any other animated blockbuster cherished today made after 1950. Walt Disney, at the end of his financial rope, took one of his biggest gambles in producing this project ""about a girl in trouble,"" and it paid off, making it ""cool,"" once again, to go to see a feature length animated film. He was, in turn, able to produce the subsequent animated classics of the 1950s and 60s, and, perhaps, his live action ones as well.Most remarkable is the way every aspect of this film seems to flow together without interruption or flaw. This is a film that combines the romantic, almost neoclassic technique to be found in 'Snow White' with the more picaresque, bubbly quality of 'Pinnocio.' The Nine Old Men, each with his own distinct style of animation, were able to find a healthy medium so that their characters, different in appearance and mannerisms as they were, could all coexist on the same plane. To watch the Siskel and Ebert review of this film, in which both men have differing views on why this film is great, Ebert preferring the cartoon antics of The King & Duke, the Mice, the Stepsisters, and Lucifer, and Siskel partial to the magnificent realist approach taken to stepmother Lady Tremaine's design, is a testament to the film's versatility.Music, both song and instrumental, is as crucial to this film as it was to 'Bambi,' 'Dumbo,' or, even, 'Fantasia.' Instrumentally, it heightens the film's drama (ex. the dress tearing scene characterizing the sister's hate and Cinderella's confused heartbreak) and suspense (ex. the retrieving of the key from the stepmother's pocket). In terms of song, the team took risks and endeavors not attempted before, most famously with the 'Sing Sweet Nightingale' number, with the blending of Illene Wood's voices. More importantly, I find it an injustice that neither 'A Dream is a Wish Your Heart Makes,' nor 'Bibbidi Bobbidi Boo' were selected by the Academy to win the Oscar, surely either of these are more timeless than the song that was selected.The film's main point of criticism has always been its heroine. Soft and genteel, she is regularly dismissed as uninteresting and of not asset to the film. However, although Cinderella sports remarkably American qualities and values for a humble, French servant girl, she exhibits a sort of intelligence, perseverence, and creativity not to be found in Snow White, or, later on, Aurora. Cinderella's gutsy persona, that she was a rebel, was a source of pride for Walt Disney during and after the film's production. In the film's lead, we see the fabric that would lead to the creation of future model heroines; inquisitive Ariel, learned & feisty Belle, and heroic Mulan. If anything, it is the Prince Charming character who is objectified, and Disney's Golden Age can only sport Prince Phillip, and perhaps the Tramp or Bambi, as an interesting leading man.'Cinderella,' as a whole, has much to offer, not just as an animated film but as quality entertainment, just as timeless and worthwhile as 'All About Eve' or 'Sunset Boulevard.'"
69,Cinderella,10,15 February 2006,The classic fairy tale comes to life!,"Cinderella is a beautiful young woman who is treated cruelly by her wicked stepmother and stepsisters. One day, a ball is to be held in honor of the prince, but Cinderella has no chance of going, because her stepmother and stepsisters won't let her. With the help of her fairy godmother and her animal friends, she is off to the ball, with the warning to return home by midnight. At the ball she meets the handsome Prince Charming. When the clock strikes midnight, she runs home, leaving behind one of her glass slippers. With the help of her animal friends, her true identity is revealed. She and the prince later get married, and they live happily ever after.Cinderella, released 56 years ago, was a huge box office success, and it continues to charm audiences to this day. It has a well-written script. The characters are memorable. The songs, including ""A Dream is A Wish Your Heart Makes"", ""So This Is Love"", and the great ""Bibbidi-Bobbidi-Boo"", help tell the story. This was my favorite movie growing up, and it hasn't lost any of its charm. A true Disney masterpiece! Recommended. 10/10 P.S. The recent DVD release is the best way to appreciate this film, including featurettes, deleted scenes, music video, vintage radio programs, and a restored print of the movie!"
70,Cinderella,10,4 January 2006,Appropriate rendering Disney-style,"This is one of Disney's top five animated features, in my opinion. Cinderella was a perfect return to the full-length feature animation film (as opposed to the compilation films of the 40's), and expensive depth via the multi-plane camera returns to the film in no other way. Although Disney adapts the story somewhat liberally, you gather the idea of the era via the dress and set stylizations---a clear time period the story takes place.Cinderella is more mature than Snow White, and a multi-dimensional character. Actually, all of the characters are somewhat well-developed, except for the Prince--left the most flat--we know he has a sense of humor, and a great smile, but that's about all. Like Snow White, Disney has some permanent impact on the story in popular culture---in most versions of Cinderella, the stepsisters are attractive, just not as pretty as Cinderella, and their character takes away from their otherwise nice appearance.Favorite Disney additions: the mice! Also, appreciated the continuity--Cinderella always loses her shoe throughout the film. The addition of the homemade gown as well as the following assault from the stepsisters was always horrific as a child--I remember View Master showing this with a black background and a large red light on it! The broken slipper shows the unwillingness of evil Lady Tremaine to give up her hold over Cinderella and admit defeat---Audley would go on to characterize the most wicked of all Disney villains, satanic witch Maleficent, in Sleeping Beauty."
71,Cinderella,,20 May 2003,Cinderella,"Walt Disney takes the fairy tale ""Cinderella"" and makes it into a nice movie.The movie sees the young pretty girl Cinderella who is used as a slave by her evil Stepmother and two ugly step sisters.It's enjoyable, funny, even thrilling for young children with the touch of little mice being Cinderella's only friends, who help her survive her terrors. ***"
72,Cinderella,,18 July 2001,enchanting,"**SPOILERS** This is one of my favourites in the ""older disney classics"" section.With brilliant animation and songs including the catchy ""Bibbidi Bobbidi Boo"" and soothing ""A Dream is a Wish Your Heart Makes"" this movie is a winner.There are also memorable characters and excellent voice work from  the Stepmother,mice,cat Lucifer and King/Grand Duke.Cinderella is a lovely heroine,kind,persistent and strong-willed with good humour who calmly argues her point of view.The villain is wonderful in that she is cunning  with no magical powers,a similar characterized cat and a realistic appearance.The stepsisters are clever because their appearances aren't too hideous or revolting but their behavior says it all"
73,Cinderella,,20 December 2001,The Most Enchaning One of All,"Cinderella is my favorite Disney movie of all time. The music is great, the animation, and lets not forget the characters, I like Cinderella most of all, because Cinderella is like a drama. The setting is beautiful, and the music just makes it even better. My favorite sequence is the Nightengale sequence when she's cleaning the floor, although short that sequence takes the viewer inside Cinderellas mind, even for asceond. Until Lucifer starts trouble and Cinderella is brung back to reality (which she faces everyday). Another thing, although these parts only happen once in the movie, Cinderella coming down in the morning, the viewer gets the idea of what her life really is. She comes down, and starts the day off dreaming into her own fantasy world. Thats why Cinderella is so special. Sleeping Beauty has Aurora dancing in the forest, but thats all we would know about her, the viewer doesn't know what her life is like living in a cottage in a great forest, Cinderella reveals all these things, and thats what really gets the audience, captivation, mystery, and drama(the stepmother scene) Expecially the stepmother scene. I mean other scenes have the villain look terrifying by making them look grotesque or ugly like Snow Whites witch, but Cinderella has the stepmother be scary by her attitude toward things, shes strict and I dont know about anyone else but when I used to watch that part of the movie I was really into it, I mean all attention was captured by that scene. Cinderella is I think one of the best Disney movies."
74,Cinderella,6,16 December 2008,"Classic Disney, with All the Best and Worst","Cinderella is raised by her evil stepmother and two stepsisters, who make her do chores and essentially keep her as a slave after inheriting her father's estate. When the prince (with the prodding of the king) decides to throw a ball, Cinderella ends up going with the help of her fairy godmother and some lovable mice.The problem with criticizing ""Cinderella"" is that many of the criticisms aren't really related to the film so much as to the story it's based off of. Some feminists decry her reliance on a prince to save her from hardship (a common theme in Disney films). Others have the more general criticism that the film portrays women as little more than future brides with no life outside of her husband.You could also say that the film offers no real hope for those looking to it for inspiration. A girl in a desperate situation is saved at the 11th hour by a magical hag with a wand. Without her, Cinderella would be left to toil and the prince would have chosen some other girl to be the princess. In real life, no fairy godmothers exist, so I guess we are left to suffer on our own with little recourse.These concerns aside, the film itself is sound. The animation is great, and looks even better in the restored edition. I've heard some complaint that the ""dirty"" world of Cinderella is too clean, but I think that's really ignoring the fantasy element of the film. It's a simple but effective story, timeless. And the songs are now a part of our culture with good reason.I gave the film a fairly low rating because I don't think there's much about the film that pushed any boundaries. It really played it safe in every way it could. Don't get me wrong -- sometimes following the formula makes a good movie, and I think this is a good movie. But it won't get you recognized as one of the best movies of all time, certainly not by me."
75,Cinderella,3,15 March 2006,Not a guy's movie,"I'm a guy, so I naturally wouldn't appreciate this movie as much as others. I know that without this movie, there wouldn't be a castle in Walt Disney World - I've never been there; I've only been to Disneyland - but other than that, I really don't see what all the excitement is about.I do know that the same person who did the evil step -mother's voice is the same one who did Meleficent's voice in Sleeping Beauty"" This would be a definite ten, but like I said, I'm a guy, and the songs stay in my head and won't go away. It's very annoying.My score: 3/10."
76,Cinderella,8,31 December 2014,I think they made the most considering the subject matter.,"""Cinderella"" is among my wife's favorite Disney films and there is a lot to like about it. Although Cinderella herself is among the dullest characters (a problem with too many Disney princesses), the supporting characters are great. The step-mother is wickedly wonderful and Cinderella's friends, the mice, are delightful. It also is nicely animated and has some great songs that have lasted for many decades. But it also is not nearly as lovely to look at some of the earlier Disney films such as ""Bambi"" and ""Pinocchio"" and lacks their artistry. Additionally, my biggest complaint is that the subject matter is way, way too familiar. EVERYONE knows the story and there is little in the way of surprises. It's very good and is probably close to as good as anyone could do with the material."
77,Cinderella,9,16 April 2013,1st out of 8 in the Silver Era,"After spending most of the 1940s with package films, Disney was on turmoil with this last film and if it was successful, they would make more movies but if they were not, they would close the studio, and this film was a big hit in 1950.The story is about a young woman named Cinderella who has become a servant in her own home by her own stepmother. When the royal family throws a ball for Prince Charming's return, Cinderella sneaks out of her house to go to the ball, and unknowingly bumps into Prince Charming.The plot is not the most complicated, as it is practically the same as the fairy tale, but they perform it so well. The characters are also very interesting, except Prince Charming. Cinderella is a nice, genuine, spunky (for the classic princesses), level eased girl. Lady Tremaine is a crude, selfish, manipulative villain, who has so much impact in everything she is doing; great villain. The stepsisters are Lady Tremaine's pawns, but their foolish, bratty behaviour is hilarious. The King is extremely cold and enjoyable at the same time, but he does not come off as extremely threatening. Prince Charming is barely in the movie, and faces the same problems that Snow's Prince had (they could not animate a realistic male character yet). The mice are cute, fun characters that provide our comic relief.The songs, everybody remembers them, from ""A Dream is a Wish Your Heart Makes"", ""Bibbidi Bobbidi Bo"", ""So This Is Love"", etc. they are so soothing, and not overly energetic and fast. Disney's most memorable songs are in this movie.The animation is top notch. It is so stylistic, and the backgrounds are so beautiful. Cinderella's design, as all the other characters (excluding Prince Charming) are designed really well, and Disney really got the character movements down. This is one of the best animated movies they have ever done.Everything flows well with this movie, and the only thing that I wish would have been better is if they took away some of the scenes with the mice, so we could have seen more of what the royals were thinking, but this movie is practically flawless.This film is perfect for the entire family. Little girls will like the dresses and mice, boys will love the slapstick humour, and the adults will enjoy the animation, story, and the undertones of the movies. You should definitely give this movie a look."
