,title,stars,date,r_title,text
45,Song of the Sea,5,22 March 2015,Massively Overrated TV-quality Cartoon,"4.9 of 10. Whether this is intended as a pat on the head for, like Secret of Kells, a good try from Ireland or if the people in charge of nominating animated films for the Oscars simply have horrible taste and a narrow-minded focus on the technical aspects of animation, they need to be replaced.I found 1 thing technically impressive about this film: the realism of weight/force and motion. Beyond that, it has style, but hardly unique or so above and beyond everything else that it deserves an award for that alone.The story is interesting insofar as its from Ireland and not a conventional, well-known fairytale. Unfortunately, it's also not much of a story or fairy tale. Very straight forward, unoriginal family issues surrounded by more interesting creatures of magic, but again not compelling or extraordinary.As a whole, the typical TV cartoon I'd expect to see during holiday season, in this case St. Patrick's Day.Looking for unnominated Oscar-quality cartoons from last year? Try Mr. Peabody & Sherman, Nut Job, or Penguins of Madagascar. It wasn't a huge year for cartoons outside of the top few films, which at least the Academy picked as if they had a clue at the very top."
46,Song of the Sea,6,28 March 2015,Unusual and interesting graphics but the story left me a bit cold.,"""Song of the Sea"" is a film that might not have gotten much notice had it not been nominated for the Oscar for Best Animated Feature. While I liked the unusual graphics quite a bit, the Celtic-inspired plot left me a bit cold.The story is about two kids, Ben and his little sister Saoirse (pronounced 'Seer-See'). Their mother is a selky (also spelled selkie) and that is a person who is part magical seal (sort of like a furry but not so icky). It seems that their father boinked a selky (ewwwwww!!!) and now Saoirse is starting to exhibit selky-like behaviors. But Dad isn't thrilled about this and sends the kids to live with their boring grandmother in the city. Sounds confusing and weird? Well, there is MUCH more about this that gets weirder--making the film a bit like ""Spirited Away"" but with very different graphics. An interesting looking film but one that probably will leave many viewers (especially kids) a bit confused and bored."
47,Song of the Sea,10,29 March 2015,Absolutely Stunning!,"It's my first review on IMDb. I just can't not to share me impressions about this beautiful, extremely emotional animated movie. It's another masterpiece by Tomm Moore, whose ""The Secret Of Kells"" also is one of my favorite movie. Well, ""Song of Sea"" has everything to be a great masterpiece of art - incredible design and animations, beautiful soundtracks, interesting storyline. From even first scenes of the film I knew, that it would be something different between contemporary empty and aggressive animated movies. This movie has a great power to drag you in the world of magic and beauty. That's all. Sorry for my English, I'm not native English speaker, Just enjoy the film!"
48,Song of the Sea,8,26 March 2015,fresh lovely charming,"Ben picks on his sister Saoirse all the time. She's 6 and still hasn't spoken a word. Their father Conor continues to mourn their lost mother. They live in a lighthouse. Using her mother's conch shell, Saoirse discovers another world of magic. She's a selkie who can transform into a seal. Conor discards the mother's trunk and sends the kids away to the city at their grandmother's without him or their dog Cu. Ben runs away to get back his dog. Saoirse joins him on their trek back to the lighthouse as they encounter faeries and discover that their mother's bedtime stories are actually true. However without her coat, Saoirse has no voice as she fades away.It's a magical Celtic tale filled with heart-warming charm. The animation is in the style of a hand drawn children's book. That just adds to the charm. The story is more than a fantasy. It's the sibling family love. There are elements that are new and feel fresh. It has a light loving touch."
49,Song of the Sea,10,22 March 2015,Mystical and enchanting,"I had the pleasure of seeing Song of the Sea at a film festival the other day, and was thoroughly mystified. It had this absolutely gorgeous, idiosyncratic animation style that was like a breath of fresh air from a world awash in either American 3D animation or traditional Japanese anime. In fact, personally, I'm reminded of Wes Anderson: the stylized visuals, quirky characters, and a lot of symmetry. This ultimately helps immerse one into this contemporary, yet out-of-this-world universe that's created here. However, the movie also succeeds on its story and atmosphere.In this movie, Ben lives with his parents happily in a lighthouse on an island. When his mother (a selkie - she can turn into a seal) disappears giving birth to his little sister (also a selkie), the family falls apart: Ben becomes a lousy brother, their father gets lost and consumed with grief, and the fussy grandmother keeps trying to move the kids to the city. After she succeeds, Ben and Saoirse run away and are quickly pulled into a Spirited Away-esque fantasy world wrought with conflict, where its up to them to save the spirit world.While Spirited Away was influenced by traditional Japanese folklore, Song of the Sea does the same with Irish and Celtic folklore instead. Like Hayao Miyazaki's animated masterpiece, this is a breathtaking, yet evenly paced and mesmerizing journey of pure fantasy. While not as bombastic, Song of the Sea delivers in its own way: it slowly weans us into the mystical world, as if in a wild dream, and delivers a sublime, more structured story. Personally, I think the story is a work of art, despite what others have said, especially in the way it parallelizes a contemporary family drama with the Irish folklore- inspired fantasy adventure.In fact, it is merely influenced by the works of Miyazaki; Song of the Sea as a movie is strong enough to stand on its own merits. The influences from Miyazaki and Anderson may be noticeable, but Song of the Sea is still unlike anything I've seen from either of those two, or from cinema in general. After seeing it, I was left truly impressed, having just witnessed such a quiet, yet profound, beauty. Song of the Sea is simply wonderful, and an animated work of art. 10/10."
50,Song of the Sea,9,14 February 2016,Artistic beauty,"It's kind of basic story about overcoming sorrow, but that's not necessarily a minus for an animation movie. It gives a fresh approach to the Celtic folklore, or at least it's not something I've seen before.I think it's just a good metaphor and the movie doesn't directly lead you this way, but it can also work on another level, if you imagine that everything happens only in the mind of the main character.What makes the movie outstanding, however, is the artistic quality of the animation and music. It's very beautifully and uniquely drawn and the music fits the picture perfectly. The pace is kind of slow at places, but it still works very well, as you have more time to enjoy the animation.I would have probably given it 8/10, but at the end I found myself quite emotionally attached to the main characters, so here comes the extra point!- 9/10"
51,Song of the Sea,6,12 January 2016,Moore does it again,"After 2009's surprise Oscar nominee, ""The Secret of Kells"", Irish writer and director Tomm Moore has managed another huge success. Not only did ""Song of the Sea"" score many awards nominations and wins all over the world, but it also was very successful with the Annies and managed an Academy Award nomination in a category won by ""Big Hero 6"" last year. So Tomm Moore turned Ireland almost single-handedly into one of the greatest countries for animated films these days, alongside Japan, France, the United States of course. If you have seen ""The Secret of Kells"", you will see a couple parallels between those two films. Not only the tone and atmosphere is very similar in these 2 fantastic films, in the truest sense of the word, but the technical animation styles resemble each other as well.And child characters are in the center as usual these days. There is a certain feeling of loss, which is also nothing too new to animated films anymore. However, almost everything else does not feel like it has a lot in common with the likes of Pixar and other American animated films in the 21st century. Because of the supernatural parts, it reminded me more of Miyazaki's fantastic worlds in terms of fairy creatures, talking owls, girls transforming into seals etc. I sure could would have liked to see more of these seals, they were a great addition, probably the cutest part of the film. Voice acting comes from Fionnula Flanagan, Brendan Gleeson and a couple actors that I am not too familiar with. They all do a good job.As a whole, I enjoyed the watch. There were segments, during which I could have done with slightly more realism, but overall it was very fine and I applaud Moore for coming up with another success. The animation is really breathtaking at times, especially at the end when we hear the song of the sea referenced in the title. A beautiful sequence, probably one of the best scenes of 2014 in film. The music is very strong from start to finish and there is a strong deal of emotion in here. And if you or your kids do not really manage to appreciate the story or the kids, at least there is still a very big, very furry dog that is great fun to watch in all his scenes. But I would be surprised if you do not like the other aspects of this quality film. I certainly recommend the watch. Thumbs up. Maybe check out Kells first, then if you like it, you will most certainly have a really good time watching this one here as well."
52,Song of the Sea,10,4 January 2016,The magic is real,"I'am probably the most spoiled member of the public, when it comes to animated movies. Dreamworks and Pixar, well they just buy me with their style of animation, so any other is unacceptable for me, well let me just say how stupid is that. No, rely that is the most stupid thing from me for a while. And for a while I skip to watch ""Song of the sea"". This movie convinced me that magic is real. Why? Well it make me fell as a child for a hour and some, as long is the movie. It make me to remember all that stories, innocent stories which my grandfather told me before sleep. Thank you for that. I get used to all that action in animated movie, that I forgot that innocent magic piece of a story. ""Song of the sea"" brings all that to the screen. All the magic, all the story telling beauty, with appropriate animation. Why is this appropriate animation, well if you are born in late '90, you would probably not understand that, but it is time to got it, and the best way for you to got it, is to start watching this movie. It is like all those illustration in Grimm brothers books, and it is so much beautiful that is the shame for me that I didn't look this movie earlier. But I did watched now. And how Japanese say, the best time is now. Maybe this movie is special and for bringing that beautiful idea of early Disney, it is all about making some magic for the audience, it is about making audience to fell special for watching that, I think that that is the some definition of art, and pure art this movie is."
53,Song of the Sea,10,1 November 2015,A Film that Puts Majority of Animated Films to Shame,"I have seen The Secret of Kells and loved it. I had never seen such kind of animation before at that time. When I heard that the same director was going to make another animated film based on a folklore, I was eager to watch it. I can say that it was worth the wait. This film is made with a budget of $5-$10 million and still puts $150+ millions films to shame. The visuals are spectacular. I would have given it a 10 just for the visuals. However what makes it excellent is not just the visuals but everything about this film is great. Be it music, voice acting ,pace and storytelling. Moore tells the story in a beautiful way which are reminiscent of Miyazaki films. Miyazaki got the ideas from Japanese folklore and tales and put them on screen. Moore did the same thing with The Song of the Sea. It is a brilliantly made fantasy film. I will be looking forward to other films by Moore."
54,Song of the Sea,9,7 August 2015,Even my 2 year old was mesmerised,"Watching this movie you get a feeling that you are about to watch something special. I applaud any movies that tell long gone stories. Even my 2 year old went silent before managing a 'wow'. It doesn't disappoint.It's a beautifully illustrated story about Irish/Gaellic folklore.The fact that the Irish language is becoming increasingly rare makes this movie not just enjoyable but a record for the future. It's not easy to get a feeling that this about an animated movie. I hope it does well, it truly deserves to.I'll be buying the DVD once it comes out, that's saying something.Well done to all involved!"
55,Song of the Sea,10,22 May 2015,An Original and Emotional Adventure with Beautiful Animation and Stunning Voice work. Why didn't THIS win the Oscar?!,"As you may have known, I enjoyed The Secret of Kells very much but Tom Moore's follow up film is just AMAZING. I just sat after watching it, moved to tears by the music, emotion, style and art work of it all. Ben, an 11 year old boy discovers that his 6 year old sister is actually a Selkie (seal woman), just like his mother Bronach who told him stories of selkies and their responsibility to sing in order to free the faeries across the sea. It is implied however in the opening that Bronach died or ran away after giving birth to his sister who Ben grows up resenting because of it, frequently bullying her or saying mean things. Saoirse the little girl is mysteriously drawn to the ocean and the seals are drawn to her. She finds her selkie skin which was hidden by their father Connor, in fear he would lose his daughter to the sea as well. She enters the ocean where we see her transform into a white seal pup and play. However, Ben and Saoirse's Granny is convinced that living on an island away from the rest of the mainland is unhealthy for them and so decides to bring them to the city to stay with her, but Saoirse's will to return to the island grows stronger as she plays her mother's song on an ancient seashell. Before long, Ben is swept up in a journey with Saoirse involving faeries, an owl witch, spirits and selkie magic.Wow. Words cannot even describe how beautiful this movie is. Every moment hit all the right emotional parts, making the characters seem real and genuine. We feel what they feel and the simplicity of the style and design allow for perfect facial expressions. The strange and mysterious lights that lead Saoirse to the water are reminiscent of the Willo the Wisps in Pixar's Brave, the myth of Selkies IS Celtic, (Irish and Scottish.) I am Scottish so this film really hit home for me. The spirituality in this film is subtle yet it stands out, if that makes sense. There are symbols of Catholicism such as the Virgin Mary, however this is unsurprising as it is one of Ireland's main religions. Then there are the Denashee, the faeries who wish to be free and enter the other realm by Saoirse and her selkie song. The story is very original. I don't really think we've seen many animated movies depicting the myth of the selkie, instead of traditional mermaids and sirens. The way it constantly takes these twists and turns of danger and of joy has you on the edge of your seat. The characters are also wonderful. Tom Moore writes child characters exceptionally well. Ben is a young boy who is imaginative, likes drawing, and playing with Cú his sheepdog, however he is far from a goody-two shoes. He can be mean, bossy, temperamental and likes to tease his younger sister.However he does realize his mistakes after a vision shows him the truth about his mother and realizes he hasn't fulfilled his promise to her of being ""the best big brother in the world."" Saoirse is small, and very cute. She doesn't say a word until the end as it is established she has been undergoing speech therapy and this makes the selkie background even more of worth because she can't even talk, let alone sing. All of her thoughts are told to us through her expressions. The Granny character is very good too. Unlike in Kells, there is no real villain. She is just doing what she thinks is best for her grandchildren. Connor her son, goes to the pub on the mainland every October 30th on Saoirse's birthday to drown his sorrows. Brendan Gleeson again reprises a role in one of Moore's films as well as Lisa Hannigan singing the theme song Amhran na Farraige. Hannigan's voice is soothing and melodic, in Gaelic and English; the Gaelic one is my favourite version! The whole film is full of beautiful images and heavy emotional themes,such as the importance of family love and even the theme of moving on from loss of a loved one. Macha who is built up to be the bad one, but she's just trying yo help by bottling up the feelings of people, literally. Just like Macha turned her son Mac Lir to stone, Granny has metaphorically turned Connor to stone. The film's climax is the most prettiest and elegant animation;from the golden lights resembling the aurora Borealis to the spirits of the liberated faeries! Lucy O'Connell's singing is lovely! All the voice actors do an outstanding job of conveying the emotions of the scenes across. Ben's voice actor is brilliant so funny!""Jesus Mary and Joseph!"" ""Oh that's good. Let's follow the magical lights. That's much safer than being on a BUS!"" Brendan Gleeson brings a caring yet weary voice to the father and the scene where he yells at his son as he tries to buckle him into Granny's car is heart-wrenching. The scene where Bronach and Connor kiss isn't at all a typical romantic one. It is one of true love, and a caring bittersweet notion that says, ""although we will never see each other again, I love you."" I would rate this a PG and recommend it to anyone from 7 to 89 years old, but if you are sensitive when it comes to emotional scenes that can tear you apart as easily as Toy Story 3, or Finding Nemo,did you may want to be warned on quite a few scenes. I myself laughed, cried and just smiled. It's another one of Moore's films that really does get it's inspiration from Hayao Miyazaki's works of Studio Ghibli such as Spirited Away,and Princess Mononoke. I loved this film. Go and experience it for yourself."
56,Song of the Sea,10,20 May 2015,Best Western animated film (and Disney antidote) for 30+ years,"If you're a fan of Japanese animated films, and in particular the work of Hayao Miyazaki (a fair share of which feature in the IMDb top 250), then you might wonder why nothing similar has come out of the US and Europe for such a long time, and you may have come to the same one-letter-response that I did: Disney. That company may not have complete control over every animation company in the Western world or every technology, but they certainly exert control over animated content. Which means that not only Disney features tend to move along certain gender stereotypes. And that may have made you feel just as queasy over the years as it did me, for there's a weirdly adult dynamic in most Disney films.Maybe this is the secret of 'Song of the Sea' and the enthusiastic response it's been receiving. For this is truly a film for children, a fairytale, a story about family bonds, a story based on the degrading, yet all-important link between man and nature. Like Miyazaki's films, it touches upon something in children and adults alike, a yearning to belong, to dream, and to wonder. Most importantly, it doesn't try to sell you something. It doesn't want to make you look or dress or sing in a certain way. It doesn't place any sexual divide between girls and boys, its characters are who they are. And it respects its viewers as people, not as marketing targets.Perhaps the critical success of this piece will inspire some sort of a renaissance of the almost lost art of animated film in the West. Perhaps younger viewers will take a look at similar classics of the past, like 'The King and the Mockingbird' (1980) or the Soviet 'Snow Queen' (1957) or the far better early Disney films themselves, first and foremost 'Alice in Wonderland' (1951). Or perhaps this will remain a once-in-a-lifetime experience, and the Disney machine will continue to suffocate our dreams. In any case, don't miss this."
57,Song of the Sea,9,9 May 2015,Wonderful movie and appealing to all ages,"This film is a perfectly woven story that kids and adults alike can appreciate. The backgrounds are painted beautifully. The sound effects are done very well. The voices perfectly fit their characters. The only real complaint I have is that I'm not too fond of the character design and the animation style at times. I had hoped that the characters weren't as flat looking as depicted on the cover. Overall, a movie well worth a watch and proof that quality animated family films are not limited to Disney and Studio Ghibli. The story is captivating. The Irish culture shines through the likable and relatable characters. The film opens your mind to another culture."
58,Song of the Sea,9,6 May 2015,a beautiful non American style,"a truly heart warming fairy tale - with real fairies. a story about family, siblings love, sadness of ones who have lost somebody, hidden fairies, ans of course of an adventure.If you like stories about mythology put in cartoons, you will love this. What I really loved was a simple and pleasant animation(reminds me of old child fairy tales), and that there was no American feeling in the story(great for a change). if you can, watch it in original sound, the translation of songs can turn out to be not so fine.Recommend for children of all age (if you feel like one even if you are 50)"
59,Song of the Sea,9,27 April 2015,"Captivating, lyrical, magical -- a real treat","Children's movies aren't something I gravitate to now that I'm an adult, but I still am on the lookout for interesting animated films that have intelligence and maturity. Sadly, the US is sorely lacking in that department, with Disney having (seemingly) lost its way. Thankfully, I am able to find what I'm looking for with animated offerings from other countries, and SONG OF THE SEA is just the latest of these discoveries (for me). SONG OF THE SEA is loosely adapted from an Irish/Scottish legend about women (mostly) who can exist in seal form. That was something I had to look up to more fully understand this rich mythology, which might be a sizable learning curve for someone who isn't from Ireland or Scotland, but the story told in this film should be understandable and relatable on an emotional and intellectual level by anyone who chooses to watch it. I really don't want to give away any of the story at all because doing so would spoil the experience of seeing it for the first time. The film generally deals with family, loss and magic, which should be enough going in. The magical elements will appeal to children, as will the young protagonists, while the adults will be able enjoy the allegorical and symbolic layers that gradually unveil themselves as the film progresses. Aside from a few narrative conveniences, I thought that this film was exceptionally crafted and emotionally involving. I should also mention the animation style, which had a watercolor-like/storybook feel to it and gently moved between soft, impressionistic images and more angular, expressionistic ones. If I had to make a comparison, the character design reminded me a little bit of PERSEPOLIS, but this film is in full color and uses it to beautiful effect. Ultimately, I hardly found any fault at all here and this Oscar-nominated film deserves to seen more than it has. A definite ""see it."""
60,Song of the Sea,,23 April 2015,"An Adorable, Enriching & Beautifully Animated Fairy Tale!","Nominated for Academy Award for Best Animated Feature, Song of the Sea is an irresistibly adorable, delightfully charming & undeniably magical cinema from the Irish animation studio Cartoon Saloon that's affectionately crafted, blissfully told & beautifully animated from start to finish and resonates an incredible amount of warmth, tenderness & love throughout its runtime.Based on an ancient Celtic myth, Song of the Sea tells the story of Saoirse; a 6-year old girl living in a lighthouse with her father & brother and is the last of the selkies; a mythological being who lives as a human on land & as a seal underwater. The plot covers her adventure as she escapes from her grandmother's home with her brother & travels to free the magical beings trapped in the human world.Directed by Tomm Moore, Song of the Sea casts its spell from its opening moments for the entire story evokes a childlike sense of wonder & amazement, thanks to its highly innocent ambiance, splendid camera-work, firm editing & intimate score. The traditional animation in itself is awe-inspiring plus the use of colours is so splendid that it provides an extremely rich texture n feel to the whole narrative.On an overall scale, Song of the Sea is a polished work of art & animation that has its tale deeply rooted in the world of fairy tales. Sweet, heartwarming, poignant, virtuous & immensely cute, it may look like a film that's brought alive from the artwork of a children's fantasy novel yet packs in enough strength in the storytelling department to dazzle the grown-ups in a very unexpected manner. Definitely worth a shot."
61,Song of the Sea,10,19 April 2015,A sheer delight.,"I have almost always ignored the 2-D movies.Its not totally my fault though because most of these don't get much hype and often pass unnoticed. I found this one while going through IMDb's most popular list for 2014. And I am glad that I found it. This movie changed my entire perspective of animated movies. It is an Irish folklore but it is so nicely told and animated that it seems you have entered a whole new world. However good they may get with technology, 3-D glasses, Oculus Rift, Holo lens and what not but its movies like these that actually make you feel that you are inside their world. Okay its still not my favorite movie but it is so engrossing that while watching it I really didn't notice what else is going on around me. This whole thing may seem like an exaggeration to some, but I have just finished watching this movie and right now I am so hyped."
62,Song of the Sea,8,19 April 2015,Traditional animation again proves it is an irreplaceable curio!,"Five years after his Oscar-nominated feature debut THE SECRET OF KELLS (2009), which unfortunately I've yet to watch, the Irish filmmaker Tomm Moore's second film SONG OF THE SEA continues to capitalise on the ancient mythology with the traditional hand-drawn animation technique, and again becomes a dark horse on this year's Oscar race of BEST ANIMATION PICTURE. The story takes place in a contemporary Ireland, when the film opens with an arresting myth of a pregnant mother abruptly abandons her son and husband before parturition as there is a sorrowful secret behind, then time jumps to 6 years after, the son Ben, his father Conor and his little sister Saoirse, now six-year-old, but still cannot speak, live in a lighthouse by the sea. The sibling relation is not so harmonious as Ben treats Saoirse as a thorn in his side, and subliminally he still cannot accept their mother's inexplicable disappearance, so is the viewers, what actually happened that night? The narrative sustains a cogent suspense to slowly elucidate the myth, soon we find out Saoirse is not a human girl, she is a Selkie, a mythological creature live as a seal in the sea but on land, it appears as a human form. Moreover, the song sung by a Selkie has a potent magic to rescue all the fairies who has been turned into stone without feelings from a wicked witch Macha, who, in fact, has a tale of woe of her own (with her son the weeping giant Mac Lir) which prompts the scheme of insulation from all the feelings. The inviting myth aside, a core process is how Ben realises to shoulder the responsibility as a big brother, to face his fear (of water) and embrace the sibling love. The journey is a dreamlike fantasy, they meet fairy musicians living in the roundabout, a magic well leads to the Great Seanachai with gazillions of white hair and each contains a piece of memory, etc. The 2D illustration of characters and objects may not be that spectacular, individually they are mostly simple lines and geometric patterns, but altogether they shape a collective power which is awe-inspiring thanks to the elbow grease and creativity from Moore and his assiduous team, they fabricate a visually enthralling fairytale to behold, so consistently exotic and artistically transcendent, even though halfway through, viewers can very much get a hold of the myth and know pretty well what will eventually happen, yet, the emotional resonance can still be profusely effective in its ending, when the mother of Ben and Saoirse returns to settle her inter-species romance. This is the unique allure of SONG OF THE SEA, to single out a tale with its ethereal touch and graphic stratagem, if the same story was told by a live-action, one might reasonably doubt whether the same effect can be duly induced, thus, traditional animation again proves it is an irreplaceable curio and should be enshrined to a more revered niche in today's digital epoch."
63,Song of the Sea,8,11 February 2015,Don't throw out those old coats . . .,". . . seems to be the main message of SONG OF THE SEA. Selkie Saoirse will die if her baby coat from six years earlier cannot be located. Fortunately for Saoirse and the thousands of souls depending upon her, Dad just chucks the family refuse off his deck, rather than having it picked up the American way by garbage trucks land-filling it to who-knows-where. If Saoirse were an American Selkie, her civilization would be doomed. The bottom line is that the longer you've had something, the more important it becomes to keep it even longer. As the TV show STORAGE WARS proves, many Americans already try to take this lesson to heart. But STORAGE WARS also indicates that some folks don't keep their financial priorities straight. In moments of fiscal weakness, they squander their storage unit rental fees on frills such as lottery tickets, utility bills, or food, abandoning the stuff that may become of Life or Death importance any instant. But as Saoirse's SONG OF THE SEA commands, do whatever it takes to take care of the artifacts that someday may take care of you!"
64,Song of the Sea,7,17 May 2015,Enchanting,"With attractive animation and enchanting story, Song of the Sea is one of the most beautiful animation films of recent times. Based on Irish folklore, it manages to pleasantly invest in the mythology of the tale. The story follows two kids living on lighthouse cliff with their father, Ben and his sister Saoirse. Their mother seems to have died at the time of Saoirse's birth. She always used to tell Ben stories about the Selkie (a girl who could turn into s seal) and her song that would free all the mystical creatures from the spell of evil owl witch Macha. Back in present day Ben finds his sister annoying and Saoirse hasn't learnt to talk yet. One night Saoirse wanders into the sea wearing a mysterious white jacket and turns into a seal!!! The scene was truly magical and then is washed out on the shore. Worried about the kids safety their grandmother takes them to the city far away from the sea. They find little joy there, and escape to get back to their home. We encounter a magical adventure on their journey, where Ben finds out his sister is Selkie from his mom's story and rest follows the predictable path.I would like to point out that the story doesn't try to explain its mystics that very well. For most of the film we are left wondering what sense to make out of it all. Still as a magical adventure it works perfectly fine as it doesn't divert from ground theme. The hand- drawn animation is remarkably stunning. You will relish each and every frame of the beautiful landscapes ad designs. The music equally beautiful is the heart of the film. When the selkie finally sings the song of the sea I bet each one of you would touched by the music. The voice-cast is good and directer Tomm Moore has done a fine job giving us a fairy- tale story with good enough depth. if you like animation films based on regional traditions and folklore this is not to be missed!RATING: [3.5/5]"
65,Song of the Sea,8,10 April 2015,Wondrous,"You can't mention ""Song of the Sea"" without its distinct look, which is sort of a cross between a children's book and a cut scene you'd find in a Nintendo game )not the criticism it sounds like). I got a serious Zelda vibe, like The Phantom Hourglass, that cel-shaded stuff. This is a feast for the eyes, and a fine treat for someone who's not all-too-thrilled with the 3D-rendered CGI dominance in animation.But on the whole, this is a beautifully realized story, and far from style over substance. It's a straightforward narrative, but the characters are detailed and nab you from the outset. It also helps that it's an appealing world drawing on Irish folklore. There's something here for all ages, and it's a movie that delivers tremendous emotional satisfaction.8/10"
66,Song of the Sea,8,4 April 2015,What a Special Song,"""Come away, O human child! To the waters and the wild With a faery, hand in hand, For the world's more full of weeping than you can understand."" -- William Butler YeatsSo opens the lovingly animated Song of the Sea, the second feature- length film of Oscar-nominated director Tomm Moore who gave audiences the animated surprise The Secret of Kells in 2009. Both of his films are glorious tributes to the lore and history of his beloved Ireland, and his 2D animation style is grandly and respectfully suited to the tone and mood(s) his films want to convey.In Song of the Sea, a young boy loses his mother as she brings his younger sister into the world. It sounds bleak but it isn't an overly dark moment in the film as Song of the Sea simply needs the daughter to come into the film for the story to actually begin and the build-up is ever so brief with the actual moment not being captured on screen. The boy, Ben, was taught songs of yore from his loving mother ... all which had secrets and links to her (unknown to him) past history as a selkie -- a mythical creature of Irish/Scottish lore that was a woman who could become a sea-dwelling seal.Set in a mostly-modern animated world, the mythical past is believed to be exactly that -- ""mythical"" -- until a few years pass and the (mute) young sister, Saoirse, is called back to the sea after playing a mystical shell flute ... much to the horror of her father (Brendan Gleeson - Gangs of New York), brother and Granny (Fionnula Flanagan - The Others).Granny is so horrified by the thought of losing a grandchild that she sweeps the two kids up removing them from their coastal dwelling to live with her in the big city. It is here that the journey of the two kids begin as they make it their mission to return home to their father and the wide-open ocean their mother so loved. It is also on this journey that the two fully discover the purpose and meaning of Saoirse's abilities ... and that her life depends on making it back to the sea and finding a mythical coat left behind for her by her late-mother.The film is a beautiful one to look at and watch unfold. The cutesy dynamics of siblings plays out nicely as big brother Ben tires easily of a little sister he cannot fully relate to although knows her importance (to himself as well as selkie lore). Elegantly drawn, Song of the Sea carries on the tradition of colorful-yet-simple animation from Moore's prior film. Where that film used greenish tints to capture the Emerald Isle, Song uses various shades of blues and grays to capture to spirit of the sea ... and the sea-life on display here is adorable.I'm not sure if the film fully explains itself, but it has piqued my interest in its subject matter and some of the stories at its center. I just may have to learn more about them ... which means this film is still a success.Beautiful. Simple. Charming. Song of the Sea is another pleasant film experience from a most-promising young filmmaker."
67,Song of the Sea,9,3 April 2015,Brand new from non-Disney and non-Studio Ghibli.,"If you ever watched 'The Secret of Kells', you will never think of skipping it. Though, people watch it in the interest of the Oscar connection. From all the nominees it is the clear winner according to me, even far better than the real winner 'Big Hero 6'. The American Academy Awards had failed to recognise the true ingenuity. That does not stop win the heart the of millions of children around the world. As for the adults, it makes you feel young again for a while. Lots of humour in it with faint emotions at the end along the kids favoured flavour throughout.Far East and far West film industries ruling the animation production, but Tomm Moore from Ireland is trying to open the new gate from the European division. Not many people are aware of him, one more movie and its success may lead to the greater heights for sure. This animation technics are very unique, but not the first time in the use.The character illustrations were cuter to enchant the young kids. Watching the movie is like reading a children's storybook with the large pictures everywhere and a couple of lines of words in the corner of the page. Like the anime in Japan and 3D animation in Hollywood, this would mark the Euro on the map. There are many animations are made and still making in Europe, but this one is the new perspective of hope to reach all the major and remote places of the Earth. Wish it moves in the right direction.If you had known how all the fairy tales work, you would feel you can predict this story because, you know defeating evil, breaking curses, the happy endings are the usual part. So what matters is the storytelling, how well the stories are presented on the screen. This film excels in that point, and the music is the another highlight of the movie. Whoever the music director/composer I must praise him. Almost a year ago I saw the trailer for the first time and I felt like I already loved the movie, mainly because of the music.''Hold this shell to your ear and listen carefully. You will hear the song of the sea.''In his earlier movie the director told a simple and short story extraordinarily, and still I hum that beautiful 'Aisling song' sometime. This movie had a wonderful adventure story of a boy called Ben and his little sister Saoirse. In the journey of running away from an owl witch, the magical creatures and an ancient seashell guide them a path. On the right time the title song makes the way to delight next 10 minutes of the crucial segment in the narration. I love the original version, in Irish even though I don't understand. It was good and catchy, even for the grown ups as well. Feels like, want to visit those places from the movie, but sadly our only option is Disneyland, huh.Disney and Studio Ghibli are the king and queen of fairy tale movies. No one would, but if you are mildly fed up of those, here the new dimensional fresh tales from the Ireland's folklore. Though, it sets in the modern world, but does not abandon to bring the key factors. Like the ancient meet the modern world with the same intensity. Kind of new to hear the words like Selkie, Macha etc., but, brand new for the people who live thousands of kilometers away in the different continents. Animation movie fanatics would love it, but if there are any children like niece and nephew in your home or visits you, watch it with them on that occasion and you would feel differently.9/10"
68,Song of the Sea,8,1 April 2015,This animation is a stunning mix of old school artistry meeting the motion picture.,"First off I was blown away by the beautiful artwork of the film. Each and every scene is masterfully drawn the team behind the art. The concept of showing the scenery with the the imaginary vision of capturing the other wildlife within the shot really did some wonders.Props great concept in Art, and for that I gave it a eight, of-course with a nice nice twist to the folk tale that told here.The story centering on the Celtic legends of the Selkies or the Seal people entwined with the fairies tells the brother sister story and a half Selkies journey of discovery. Born of a Selkie mother and Human father the the little sister inherits her mothers Selkie side, during her birth for some reason which was not very apparent the mother had to leave the family leaving the baby behind. In truth it's a children tale so the story isn't that complicated or intricate."
69,Song of the Sea,8,1 April 2015,Beautiful,"I'm glad i finally saw this movie because i'm so sick of all the 3D animated movies that came out recently which almost never where anything special. This movie, for me, is the exact opposite. The animation is absolutely gorgeous. Not only is it 2D, but everything Looks like it came directly out of a children's book. This creates very stunning visuals and makes it really unique.The story also feels like one from a children's book. It's a very lighthearted, kid friendly tale but there's also good drama in it. And that's why i like it. The movie is obviously for kids but there are a few mature themes that adults can enjoy. I don't want to give away anything because i think that everyone should experience this on their own. If you're tired of all the generic animated movies of recent years, with a few exceptions, than you owe it to yourself to watch this one. This is finally a new animated movie where i think to myself that this would be one of the first movies that i would show to my children."
